<<<<<<< HEAD
state,district,year_month,monthly_updates,avg_youth_ratio,rolling_6m_avg,migration_spike_score,spike_flag
Jammu And Kashmir,Kulgam,2025-10,472,0.18838861642678453,1022.8,0.4614782948768088,NORMAL
Jammu And Kashmir,Kulgam,2025-11,1025,0.24212037222724894,1023.1666666666666,1.0017918227724385,NORMAL
Jammu And Kashmir,Kulgam,2025-12,1629,0.21990986995225464,1055.0,1.5440758293838863,HIGH_SPIKE
Jammu And Kashmir,Kupwara,2025-03,5445,0.15529709430766234,5445.0,1.0,NORMAL
Jammu And Kashmir,Kupwara,2025-04,5490,0.1716092338374129,5467.5,1.0041152263374487,NORMAL
Jammu And Kashmir,Kupwara,2025-05,2901,0.1998514137127998,4612.0,0.6290112749349523,NORMAL
Jammu And Kashmir,Kupwara,2025-06,922,0.1225596529284164,3689.5,0.24989836021141076,NORMAL
Jammu And Kashmir,Kupwara,2025-07,2970,0.13803341384863121,3545.6,0.8376579422382672,NORMAL
Jammu And Kashmir,Kupwara,2025-09,2815,0.15335393866659092,3423.8333333333335,0.8221778708075743,NORMAL
Jammu And Kashmir,Kupwara,2025-10,2166,0.15424179229835605,2877.3333333333335,0.7527803521779425,NORMAL
Jammu And Kashmir,Kupwara,2025-11,2823,0.1896523893854752,2432.8333333333335,1.1603754196067684,NORMAL
Jammu And Kashmir,Kupwara,2025-12,4140,0.19758048514282253,2639.3333333333335,1.5685779237181106,HIGH_SPIKE
Jammu And Kashmir,Leh,2025-03,321,0.20654308101432198,321.0,1.0,NORMAL
Jammu And Kashmir,Leh,2025-09,139,0.18204602415128732,230.0,0.6043478260869565,NORMAL
Jammu And Kashmir,Leh,2025-10,117,0.2212121212121212,192.33333333333334,0.608318890814558,NORMAL
Jammu And Kashmir,Leh,2025-11,233,0.20875402375402374,202.5,1.1506172839506172,NORMAL
Jammu And Kashmir,Leh,2025-12,282,0.24204302191315177,218.4,1.2912087912087913,NORMAL
Jammu And Kashmir,Poonch,2025-11,2,0.0,2.0,1.0,NORMAL
Jammu And Kashmir,Pulwama,2025-03,2956,0.1685244341243994,2956.0,1.0,NORMAL
Jammu And Kashmir,Pulwama,2025-04,1587,0.1357878176097197,2271.5,0.6986572749284614,NORMAL
Jammu And Kashmir,Pulwama,2025-05,1366,0.2035008158172569,1969.6666666666667,0.6935183618209511,NORMAL
Jammu And Kashmir,Pulwama,2025-06,1339,0.15768897828245534,1812.0,0.7389624724061811,NORMAL
Jammu And Kashmir,Pulwama,2025-07,2358,0.13270974297134944,1921.2,1.2273579013116802,NORMAL
Jammu And Kashmir,Pulwama,2025-09,1250,0.1122890465444565,1809.3333333333333,0.6908621960206338,NORMAL
Jammu And Kashmir,Pulwama,2025-10,1052,0.15140242760313724,1492.0,0.7050938337801609,NORMAL
Jammu And Kashmir,Pulwama,2025-11,1931,0.23587952322137543,1549.3333333333333,1.246342512908778,NORMAL
Jammu And Kashmir,Pulwama,2025-12,3134,0.1969803869893048,1844.0,1.6995661605206074,HIGH_SPIKE
Jammu And Kashmir,Punch,2025-03,3241,0.1251101090169585,3241.0,1.0,NORMAL
Jammu And Kashmir,Punch,2025-04,2742,0.16736180626599695,2991.5,0.9165970249038944,NORMAL
Jammu And Kashmir,Punch,2025-06,1123,0.18700968632892023,2368.6666666666665,0.47410638896707014,NORMAL
Jammu And Kashmir,Punch,2025-07,2924,0.16993582596472565,2507.5,1.1661016949152543,NORMAL
Jammu And Kashmir,Punch,2025-09,1333,0.16505074302792513,2272.6,0.5865528469594298,NORMAL
Jammu And Kashmir,Punch,2025-10,1084,0.21394537097308047,2074.5,0.5225355507351169,NORMAL
Jammu And Kashmir,Punch,2025-11,1315,0.24463551828804986,1753.5,0.7499287140005703,NORMAL
Jammu And Kashmir,Punch,2025-12,2680,0.21592819429118842,1743.1666666666667,1.5374318768524715,HIGH_SPIKE
Jammu And Kashmir,Rajouri,2025-03,3341,0.15315000918552688,3341.0,1.0,NORMAL
Jammu And Kashmir,Rajouri,2025-04,509,0.1630648330058939,1925.0,0.26441558441558444,NORMAL
Jammu And Kashmir,Rajouri,2025-09,2017,0.11063684222809522,1955.6666666666667,1.0313618544400887,NORMAL
Jammu And Kashmir,Rajouri,2025-10,1338,0.11884137257978818,1801.25,0.7428174878556558,NORMAL
Jammu And Kashmir,Rajouri,2025-11,1863,0.1673852907572599,1813.6,1.0272386413762682,NORMAL
Jammu And Kashmir,Rajouri,2025-12,2835,0.18746919795362718,1983.8333333333333,1.429051499621944,NORMAL
Jammu And Kashmir,Ramban,2025-03,1792,0.2037993999338145,1792.0,1.0,NORMAL
Jammu And Kashmir,Ramban,2025-04,625,0.2304,1208.5,0.517170045510964,NORMAL
Jammu And Kashmir,Ramban,2025-09,604,0.13022105449452145,1007.0,0.5998013902681232,NORMAL
Jammu And Kashmir,Ramban,2025-10,506,0.2376945108243735,881.75,0.5738588035157357,NORMAL
Jammu And Kashmir,Ramban,2025-11,905,0.3047705613490039,886.4,1.0209837545126355,NORMAL
Jammu And Kashmir,Ramban,2025-12,1730,0.2611807700304621,1027.0,1.6845180136319378,HIGH_SPIKE
Jammu And Kashmir,Reasi,2025-03,2147,0.12949010743772255,2147.0,1.0,NORMAL
Jammu And Kashmir,Reasi,2025-09,596,0.087723300637923,1371.5,0.4345606999635436,NORMAL
Jammu And Kashmir,Reasi,2025-10,579,0.10994820268370341,1107.3333333333333,0.5228777844671885,NORMAL
Jammu And Kashmir,Reasi,2025-11,1024,0.11549622430973545,1086.5,0.9424758398527382,NORMAL
Jammu And Kashmir,Reasi,2025-12,1555,0.1306754448247689,1180.2,1.3175732926622605,NORMAL
Jammu And Kashmir,Samba,2025-03,849,0.09789240388972308,849.0,1.0,NORMAL
Jammu And Kashmir,Samba,2025-04,310,0.1677419354838709,579.5,0.5349439171699741,NORMAL
Jammu And Kashmir,Samba,2025-05,205,0.1414634146341463,454.6666666666667,0.4508797653958944,NORMAL
Jammu And Kashmir,Samba,2025-06,271,0.07380073800738,408.75,0.6629969418960244,NORMAL
Jammu And Kashmir,Samba,2025-09,485,0.14147227078915883,424.0,1.1438679245283019,NORMAL
Jammu And Kashmir,Samba,2025-10,302,0.08844584770510697,403.6666666666667,0.7481420313790256,NORMAL
Jammu And Kashmir,Samba,2025-11,517,0.13868656984041597,348.3333333333333,1.4842105263157896,NORMAL
Jammu And Kashmir,Samba,2025-12,832,0.11633785437466418,435.3333333333333,1.9111791730474732,HIGH_SPIKE
Jammu And Kashmir,Shupiyan,2025-03,1908,0.2185534591194968,1908.0,1.0,NORMAL
Jammu And Kashmir,Shupiyan,2025-05,1209,0.2365591397849462,1558.5,0.7757459095283927,NORMAL
Jammu And Kashmir,Shupiyan,2025-09,558,0.2086076953765258,1225.0,0.4555102040816327,NORMAL
Jammu And Kashmir,Shupiyan,2025-10,393,0.21480515843801085,1017.0,0.3864306784660767,NORMAL
Jammu And Kashmir,Shupiyan,2025-11,538,0.24374125202185307,921.2,0.5840208423795049,NORMAL
Jammu And Kashmir,Shupiyan,2025-12,1391,0.17996578688015108,999.5,1.391695847923962,NORMAL
Jammu And Kashmir,Srinagar,2025-03,6070,0.10340096042341665,6070.0,1.0,NORMAL
Jammu And Kashmir,Srinagar,2025-04,676,0.1020710059171597,3373.0,0.2004150607767566,NORMAL
Jammu And Kashmir,Srinagar,2025-05,615,0.08294555607259185,2453.6666666666665,0.250645292759136,NORMAL
Jammu And Kashmir,Srinagar,2025-07,2601,0.08290936959391745,2490.5,1.0443686006825939,NORMAL
Jammu And Kashmir,Srinagar,2025-09,3619,0.06288255325178413,2716.2,1.332376113688241,NORMAL
Jammu And Kashmir,Srinagar,2025-10,3405,0.08956721312667022,2831.0,1.2027552101730836,NORMAL
Jammu And Kashmir,Srinagar,2025-11,5567,0.09796115003378525,2747.1666666666665,2.0264514954801918,HIGH_SPIKE
Jammu And Kashmir,Srinagar,2025-12,7589,0.09697092248409533,3899.3333333333335,1.9462301248076594,HIGH_SPIKE
Jammu And Kashmir,Udhampur,2025-03,3146,0.0807777592656645,3146.0,1.0,NORMAL
Jammu And Kashmir,Udhampur,2025-04,1097,0.09674429940084583,2121.5,0.5170869667687956,NORMAL
Jammu And Kashmir,Udhampur,2025-05,300,0.0666666666666666,1514.3333333333333,0.19810697776799474,NORMAL
Jammu And Kashmir,Udhampur,2025-09,1416,0.038660930595557384,1489.75,0.9504950495049505,NORMAL
Jammu And Kashmir,Udhampur,2025-10,1115,0.046879293113243535,1414.8,0.7880972575629065,NORMAL
Jammu And Kashmir,Udhampur,2025-11,1763,0.05056660585747457,1472.8333333333333,1.1970125608238091,NORMAL
Jammu And Kashmir,Udhampur,2025-12,2837,0.05756240072719133,1421.3333333333333,1.9960131332082554,HIGH_SPIKE
Jharkhand,Bokaro,2025-03,22067,0.03160725278512147,22067.0,1.0,NORMAL
Jharkhand,Bokaro,2025-09,7280,0.094313850029321,14673.5,0.4961324837291716,NORMAL
Jharkhand,Bokaro,2025-10,3839,0.10664837276495481,11062.0,0.3470439341891159,NORMAL
Jharkhand,Bokaro,2025-11,9834,0.08911694834753683,10755.0,0.9143654114365412,NORMAL
Jharkhand,Bokaro,2025-12,9909,0.11630541448695736,10585.8,0.9360652950178542,NORMAL
Jharkhand,Chatra,2025-03,13956,0.04727942867850162,13956.0,1.0,NORMAL
Jharkhand,Chatra,2025-09,8048,0.11017131409527073,11002.0,0.7315033630249046,NORMAL
Jharkhand,Chatra,2025-10,2720,0.12099858319911112,8241.333333333334,0.33004368225206276,NORMAL
Jharkhand,Chatra,2025-11,6553,0.08356995938562642,7819.25,0.8380599162323752,NORMAL
Jharkhand,Chatra,2025-12,7548,0.1097133807237312,7765.0,0.9720540888602704,NORMAL
Jharkhand,Deoghar,2025-03,21556,0.032597737383131035,21556.0,1.0,NORMAL
Jharkhand,Deoghar,2025-09,7087,0.08703005806129663,14321.5,0.4948503997486297,NORMAL
Jharkhand,Deoghar,2025-10,3683,0.11301280452779427,10775.333333333334,0.3417991709459877,NORMAL
Jharkhand,Deoghar,2025-11,6975,0.11379189832779289,9825.25,0.7099056003664029,NORMAL
Jharkhand,Deoghar,2025-12,8040,0.12990835641259837,9468.2,0.8491582349337783,NORMAL
Jharkhand,Dhanbad,2025-03,38749,0.03298339328132432,38749.0,1.0,NORMAL
Jharkhand,Dhanbad,2025-09,10942,0.08217084059042096,24845.5,0.4404016823972148,NORMAL
Jharkhand,Dhanbad,2025-10,5655,0.11222236489191577,18448.666666666668,0.30652621689010945,NORMAL
Jharkhand,Dhanbad,2025-11,13248,0.08773746281304906,17148.5,0.7725457037058635,NORMAL
Jharkhand,Dhanbad,2025-12,12991,0.08819479819011673,16317.0,0.7961635104492247,NORMAL
Jharkhand,Dumka,2025-03,17465,0.04075633727430398,17465.0,1.0,NORMAL
Jharkhand,Dumka,2025-09,8670,0.06603100202124784,13067.5,0.6634780945092787,NORMAL
Jharkhand,Dumka,2025-10,4560,0.09948092615749067,10231.666666666666,0.4456751913992507,NORMAL
Jharkhand,Dumka,2025-11,7159,0.09364167277798209,9463.5,0.7564854440746024,NORMAL
Jharkhand,Dumka,2025-12,7115,0.11640080360400522,8993.8,0.7911005359247483,NORMAL
Jharkhand,East Singhbhum,2025-03,15686,0.06975987697938725,15686.0,1.0,NORMAL
Jharkhand,East Singhbhum,2025-09,7831,0.08783212240129341,11758.5,0.6659863077773526,NORMAL
Jharkhand,East Singhbhum,2025-10,4078,0.08114670930937691,9198.333333333334,0.4433411849972821,NORMAL
Jharkhand,East Singhbhum,2025-11,8678,0.07498013428406619,9068.25,0.956965235850357,NORMAL
Jharkhand,East Singhbhum,2025-12,10840,0.08342261865398504,9422.6,1.1504255725595907,NORMAL
Jharkhand,Garhwa,2025-03,9941,0.053006356472374505,9941.0,1.0,NORMAL
Jharkhand,Garhwa,2025-09,6002,0.10510941675419913,7971.5,0.7529323213949696,NORMAL
Jharkhand,Garhwa,2025-10,3003,0.1253782478428227,6315.333333333333,0.47550934234139136,NORMAL
Jharkhand,Garhwa,2025-11,6835,0.11055463956142923,6445.25,1.0604708894146853,NORMAL
Jharkhand,Garhwa,2025-12,7926,0.11129372934377983,6741.4,1.1757201768178718,NORMAL
Jharkhand,Garhwa *,2025-09,492,0.026199355862411004,492.0,1.0,NORMAL
Jharkhand,Garhwa *,2025-10,282,0.027112135176651304,387.0,0.7286821705426356,NORMAL
Jharkhand,Garhwa *,2025-11,498,0.020504602235371462,424.0,1.1745283018867925,NORMAL
Jharkhand,Garhwa *,2025-12,518,0.016220930232558137,447.5,1.1575418994413407,NORMAL
Jharkhand,Giridih,2025-03,44536,0.034482466740037146,44536.0,1.0,NORMAL
Jharkhand,Giridih,2025-09,11488,0.1220674536642012,28012.0,0.41010995287733826,NORMAL
Jharkhand,Giridih,2025-10,5204,0.13038816161819322,20409.333333333332,0.25498138106748547,NORMAL
Jharkhand,Giridih,2025-11,13575,0.11776379484807871,18700.75,0.7259067149713246,NORMAL
Jharkhand,Giridih,2025-12,14360,0.13282488535534923,17832.6,0.8052667586330654,NORMAL
Jharkhand,Godda,2025-03,13579,0.03722216389903012,13579.0,1.0,NORMAL
Jharkhand,Godda,2025-09,7844,0.06369372578705121,10711.5,0.7322970639032815,NORMAL
Jharkhand,Godda,2025-10,5114,0.07450481894174037,8845.666666666666,0.5781361872103101,NORMAL
Jharkhand,Godda,2025-11,10402,0.06822901598459646,9234.75,1.1263975743793821,NORMAL
Jharkhand,Godda,2025-12,7666,0.11616394137721114,8921.0,0.8593207039569555,NORMAL
Jharkhand,Gumla,2025-03,10290,0.04768838387080854,10290.0,1.0,NORMAL
Jharkhand,Gumla,2025-09,7606,0.07979497761098202,8948.0,0.8500223513634332,NORMAL
Jharkhand,Gumla,2025-10,4031,0.10123854804665725,7309.0,0.5515118347243125,NORMAL
Jharkhand,Gumla,2025-11,5916,0.10488882958000327,6960.75,0.8499084150414826,NORMAL
Jharkhand,Gumla,2025-12,10011,0.10516751913684402,7570.8,1.3223173244571247,NORMAL
Jharkhand,Hazaribag,2025-03,1739,0.0126509488211615,1739.0,1.0,NORMAL
Jharkhand,Hazaribag,2025-09,1227,0.07448545329650288,1483.0,0.8273769386378962,NORMAL
Jharkhand,Hazaribag,2025-10,665,0.05260695166276555,1210.3333333333333,0.5494354172404297,NORMAL
Jharkhand,Hazaribag,2025-11,1504,0.08190666336864956,1283.75,1.1715676728334956,NORMAL
Jharkhand,Hazaribag,2025-12,1498,0.08491907518784464,1326.6,1.1292024724860545,NORMAL
Jharkhand,Hazaribagh,2025-03,21376,0.05442653290733405,21376.0,1.0,NORMAL
Jharkhand,Hazaribagh,2025-09,7603,0.1052416946976256,14489.5,0.5247248007177612,NORMAL
Jharkhand,Hazaribagh,2025-10,3819,0.13936104312885542,10932.666666666666,0.349320080492713,NORMAL
Jharkhand,Hazaribagh,2025-11,8730,0.12253449007211796,10382.0,0.8408784434598343,NORMAL
Jharkhand,Hazaribagh,2025-12,9850,0.145428276888605,10275.6,0.9585814940246797,NORMAL
Jharkhand,Jamtara,2025-03,9972,0.0279941643622026,9972.0,1.0,NORMAL
Jharkhand,Jamtara,2025-09,4912,0.05385030506791202,7442.0,0.6600376242945445,NORMAL
Jharkhand,Jamtara,2025-10,2776,0.05750094858460866,5886.666666666667,0.47157417893544734,NORMAL
Jharkhand,Jamtara,2025-11,4287,0.06685399200453451,5486.75,0.7813368569736182,NORMAL
Jharkhand,Jamtara,2025-12,4694,0.09088635780716103,5328.2,0.8809729364513345,NORMAL
Jharkhand,Khunti,2025-03,6257,0.04647563057255608,6257.0,1.0,NORMAL
Jharkhand,Khunti,2025-09,3132,0.06307454512765082,4694.5,0.6671637022047077,NORMAL
Jharkhand,Khunti,2025-10,1891,0.07962996005082706,3760.0,0.5029255319148936,NORMAL
Jharkhand,Khunti,2025-11,2887,0.07440309877009867,3541.75,0.8151337615585516,NORMAL
Jharkhand,Khunti,2025-12,3032,0.10396674892879668,3439.8,0.88144659573231,NORMAL
Jharkhand,Kodarma,2025-03,563,0.0213143872113676,563.0,1.0,NORMAL
Jharkhand,Kodarma,2025-09,445,0.08216440377381662,504.0,0.8829365079365079,NORMAL
Jharkhand,Kodarma,2025-10,265,0.11904025679535883,424.3333333333333,0.6245090337784761,NORMAL
Jharkhand,Kodarma,2025-11,505,0.08478807655705813,444.5,1.1361079865016872,NORMAL
Jharkhand,Kodarma,2025-12,685,0.12063612768529425,492.6,1.390580592773041,NORMAL
Jharkhand,Koderma,2025-03,8228,0.025119665070408255,8228.0,1.0,NORMAL
Jharkhand,Koderma,2025-09,2438,0.09691894565635584,5333.0,0.45715357209825613,NORMAL
Jharkhand,Koderma,2025-10,1314,0.16853661318246568,3993.3333333333335,0.32904841402337226,NORMAL
Jharkhand,Koderma,2025-11,2524,0.12063111446652397,3626.0,0.6960838389409818,NORMAL
Jharkhand,Koderma,2025-12,3351,0.15008365515238345,3571.0,0.9383926071128535,NORMAL
Jharkhand,Latehar,2025-03,11819,0.0475729711578834,11819.0,1.0,NORMAL
Jharkhand,Latehar,2025-09,6366,0.08454415929731704,9092.5,0.7001374759417102,NORMAL
Jharkhand,Latehar,2025-10,2206,0.12101358712102508,6797.0,0.3245549507135501,NORMAL
Jharkhand,Latehar,2025-11,5402,0.09001621104613582,6448.25,0.8377466754545807,NORMAL
Jharkhand,Latehar,2025-12,6515,0.10503193506521481,6461.6,1.0082642070075523,NORMAL
Jharkhand,Lohardaga,2025-03,5549,0.04673108704601324,5549.0,1.0,NORMAL
Jharkhand,Lohardaga,2025-09,2214,0.10565407560117819,3881.5,0.5703980419940744,NORMAL
Jharkhand,Lohardaga,2025-10,1138,0.10375441910369591,2967.0,0.38355240984159084,NORMAL
Jharkhand,Lohardaga,2025-11,2372,0.09443572009360814,2818.25,0.8416570566841125,NORMAL
Jharkhand,Lohardaga,2025-12,3020,0.15225948083902593,2858.6,1.0564612047855595,NORMAL
Jharkhand,Pakaur,2025-03,1379,0.032872413177278154,1379.0,1.0,NORMAL
Jharkhand,Pakaur,2025-09,586,0.056579614194532266,982.5,0.5964376590330789,NORMAL
Jharkhand,Pakaur,2025-10,286,0.05689071162755373,750.3333333333334,0.3811639271434918,NORMAL
Jharkhand,Pakaur,2025-11,477,0.05882810444009953,682.0,0.6994134897360704,NORMAL
Jharkhand,Pakaur,2025-12,390,0.10536145862261939,623.6,0.6254008980115459,NORMAL
Jharkhand,Pakur,2025-03,14960,0.04464249543908897,14960.0,1.0,NORMAL
Jharkhand,Pakur,2025-09,5727,0.06342908438748664,10343.5,0.5536810557354861,NORMAL
Jharkhand,Pakur,2025-10,3906,0.09160563595188095,8197.666666666666,0.47647704631399185,NORMAL
Jharkhand,Pakur,2025-11,4347,0.08017164000859642,7235.0,0.6008293020041465,NORMAL
Jharkhand,Pakur,2025-12,3258,0.104367548277758,6439.6,0.5059320454686627,NORMAL
Jharkhand,Palamau,2025-03,1338,0.0127055306427503,1338.0,1.0,NORMAL
Jharkhand,Palamau,2025-09,575,0.06205600240378997,956.5,0.6011500261369577,NORMAL
Jharkhand,Palamau,2025-10,241,0.07461160285570449,718.0,0.33565459610027853,NORMAL
Jharkhand,Palamau,2025-11,635,0.0447559911452657,697.25,0.9107206884187881,NORMAL
Jharkhand,Palamau,2025-12,575,0.08171677497634282,672.8,0.8546373365041617,NORMAL
Jharkhand,Palamu,2025-03,37744,0.04885039311988347,37744.0,1.0,NORMAL
Jharkhand,Palamu,2025-09,11732,0.11430928417549614,24738.0,0.4742501414827391,NORMAL
Jharkhand,Palamu,2025-10,5529,0.12149056239034069,18335.0,0.3015544041450777,NORMAL
Jharkhand,Palamu,2025-11,14919,0.10727308109663675,17481.0,0.8534408786682685,NORMAL
Jharkhand,Palamu,2025-12,13215,0.1215114858027869,16627.8,0.7947533648468228,NORMAL
Jharkhand,Pashchimi Singhbhum,2025-03,1328,0.0150602409638554,1328.0,1.0,NORMAL
Jharkhand,Pashchimi Singhbhum,2025-09,1448,0.022401498868929438,1388.0,1.043227665706052,NORMAL
Jharkhand,Pashchimi Singhbhum,2025-10,901,0.009230305060356759,1225.6666666666667,0.7351101441392439,NORMAL
Jharkhand,Pashchimi Singhbhum,2025-11,1168,0.018688277917817867,1211.25,0.9642930856553148,NORMAL
Jharkhand,Pashchimi Singhbhum,2025-12,1436,0.05955989835196346,1256.2,1.1431300748288489,NORMAL
Jharkhand,Purbi Singhbhum,2025-09,962,0.015225942219960166,962.0,1.0,NORMAL
Jharkhand,Purbi Singhbhum,2025-10,475,0.01610407876230661,718.5,0.6610995128740431,NORMAL
Jharkhand,Purbi Singhbhum,2025-11,1196,0.010149978876214617,877.6666666666666,1.3627041397645272,NORMAL
Jharkhand,Purbi Singhbhum,2025-12,1201,0.03699494949494949,958.5,1.252999478351591,NORMAL
Jharkhand,Ramgarh,2025-03,10988,0.04639077691421523,10988.0,1.0,NORMAL
Jharkhand,Ramgarh,2025-09,4033,0.09268263930850532,7510.5,0.5369815591505226,NORMAL
Jharkhand,Ramgarh,2025-10,2121,0.09307181165572374,5714.0,0.3711935596779839,NORMAL
Jharkhand,Ramgarh,2025-11,4661,0.061836952119906634,5450.75,0.8551116818786405,NORMAL
Jharkhand,Ramgarh,2025-12,5295,0.10084768112540975,5419.6,0.9770093733854897,NORMAL
Jharkhand,Ranchi,2025-03,24024,0.06321296291342003,24024.0,1.0,NORMAL
Jharkhand,Ranchi,2025-04,3063,0.0974406439998641,13543.5,0.22616015062576145,NORMAL
Jharkhand,Ranchi,2025-05,1773,0.0902425267907501,9620.0,0.1843035343035343,NORMAL
Jharkhand,Ranchi,2025-09,11770,0.09679520593942635,10157.5,1.1587496923455576,NORMAL
Jharkhand,Ranchi,2025-10,5881,0.11966660508963337,9302.2,0.6322160349164713,NORMAL
Jharkhand,Ranchi,2025-11,11869,0.09190099210424732,9730.0,1.21983556012333,NORMAL
Jharkhand,Ranchi,2025-12,14350,0.09501598545245922,8117.666666666667,1.7677493532624318,HIGH_SPIKE
Jharkhand,Sahebganj,2025-03,17309,0.04483889661386318,17309.0,1.0,NORMAL
Jharkhand,Sahebganj,2025-09,11329,0.08353886002233687,14319.0,0.7911865353725819,NORMAL
Jharkhand,Sahebganj,2025-10,5800,0.08369808479542368,11479.333333333334,0.50525582205703,NORMAL
Jharkhand,Sahebganj,2025-11,9478,0.0819601636022882,10979.0,0.8632844521358958,NORMAL
Jharkhand,Sahebganj,2025-12,7767,0.12069772639854655,10336.6,0.7514076195267302,NORMAL
Jharkhand,Sahibganj,2025-03,675,0.0192592592592592,675.0,1.0,NORMAL
Jharkhand,Sahibganj,2025-09,476,0.051954036627090264,575.5,0.8271068635968722,NORMAL
Jharkhand,Sahibganj,2025-10,194,0.07748244225226321,448.3333333333333,0.43271375464684014,NORMAL
Jharkhand,Sahibganj,2025-11,477,0.05628747704728096,455.5,1.0472008781558726,NORMAL
Jharkhand,Sahibganj,2025-12,360,0.04555171361205844,436.4,0.8249312557286893,NORMAL
Jharkhand,Seraikela-Kharsawan,2025-03,5772,0.06065776220010753,5772.0,1.0,NORMAL
Jharkhand,Seraikela-Kharsawan,2025-09,5358,0.057397686350786147,5565.0,0.9628032345013477,NORMAL
Jharkhand,Seraikela-Kharsawan,2025-10,3027,0.06537184179673276,4719.0,0.6414494596312779,NORMAL
Jharkhand,Seraikela-Kharsawan,2025-11,5966,0.06041677411876354,5030.75,1.1859066739551756,NORMAL
Jharkhand,Seraikela-Kharsawan,2025-12,5679,0.07031107485162603,5160.4,1.1004960855747616,NORMAL
Jharkhand,Simdega,2025-03,6149,0.046588032935965404,6149.0,1.0,NORMAL
Jharkhand,Simdega,2025-09,5247,0.06952934889344486,5698.0,0.9208494208494209,NORMAL
Jharkhand,Simdega,2025-10,1947,0.11227408399762297,4447.666666666667,0.437757625721352,NORMAL
Jharkhand,Simdega,2025-11,3175,0.09643218535782563,4129.5,0.7688582152803003,NORMAL
Jharkhand,Simdega,2025-12,3111,0.11567886283089703,3925.8,0.7924499465077182,NORMAL
Jharkhand,West Singhbhum,2025-03,10762,0.06143246470408374,10762.0,1.0,NORMAL
Jharkhand,West Singhbhum,2025-09,12413,0.07250237245947738,11587.5,1.0712405609492988,NORMAL
Jharkhand,West Singhbhum,2025-10,5646,0.08255742967597761,9607.0,0.5876964713229936,NORMAL
Jharkhand,West Singhbhum,2025-11,9138,0.07656449799887184,9489.75,0.9629336916146368,NORMAL
Jharkhand,West Singhbhum,2025-12,7660,0.07492005963256625,9123.8,0.8395624630088341,NORMAL
Karnataka,Bagalkot,2025-03,13184,0.4020742914194827,13184.0,1.0,NORMAL
Karnataka,Bagalkot,2025-04,1524,0.2698506070837032,7354.0,0.2072341582812075,NORMAL
Karnataka,Bagalkot,2025-05,2057,0.324305024051976,5588.333333333333,0.36808827915299736,NORMAL
Karnataka,Bagalkot,2025-06,1024,0.27179473969953594,4447.25,0.23025465175108212,NORMAL
Karnataka,Bagalkot,2025-09,5839,0.1732230373660601,4725.6,1.2356102928728625,NORMAL
Karnataka,Bagalkot,2025-10,4199,0.22771333207965688,4637.833333333333,0.9053796672296691,NORMAL
Karnataka,Bagalkot,2025-11,5793,0.19726852553806082,3406.0,1.7008220786846742,HIGH_SPIKE
Karnataka,Bagalkot,2025-12,7307,0.20837619677312402,4369.833333333333,1.6721461535527673,HIGH_SPIKE
Karnataka,Bagalkot *,2025-03,111,0.22274247491638793,111.0,1.0,NORMAL
Karnataka,Bagalkot *,2025-09,202,0.17732974910394267,156.5,1.29073482428115,NORMAL
Karnataka,Bagalkot *,2025-10,186,0.1421830177854274,166.33333333333334,1.1182364729458918,NORMAL
Karnataka,Bagalkot *,2025-11,219,0.10489060489060488,179.5,1.2200557103064067,NORMAL
Karnataka,Bagalkot *,2025-12,248,0.10170603674540682,193.2,1.2836438923395446,NORMAL
Karnataka,Ballari,2025-03,4328,0.2773887201279889,4328.0,1.0,NORMAL
Karnataka,Ballari,2025-04,521,0.17282662958208525,2424.5,0.2148896679727779,NORMAL
Karnataka,Ballari,2025-05,1892,0.23005208682500855,2247.0,0.8420115709835336,NORMAL
Karnataka,Ballari,2025-06,1479,0.24568897886878394,2055.0,0.7197080291970803,NORMAL
Karnataka,Ballari,2025-07,1566,0.20454990854455185,1957.2,0.8001226241569589,NORMAL
Karnataka,Ballari,2025-09,1781,0.13136582206154804,1927.8333333333333,0.9238350479813262,NORMAL
Karnataka,Ballari,2025-10,1222,0.18114104737862274,1410.1666666666667,0.8665642359059212,NORMAL
Karnataka,Ballari,2025-11,1681,0.2027191912872233,1603.5,1.0483317742438416,NORMAL
Karnataka,Ballari,2025-12,2759,0.1731714492254174,1748.0,1.57837528604119,HIGH_SPIKE
Karnataka,Bangalore,2025-03,6793,0.08609703524648031,6793.0,1.0,NORMAL
Karnataka,Bangalore,2025-09,7967,0.07540571186074599,7380.0,1.079539295392954,NORMAL
Karnataka,Bangalore,2025-10,6098,0.06931717647448768,6952.666666666667,0.8770735449228113,NORMAL
Karnataka,Bangalore,2025-11,8700,0.0774531389652909,7389.5,1.1773462345219567,NORMAL
Karnataka,Bangalore,2025-12,10673,0.07542272389971962,8046.2,1.3264646665506699,NORMAL
Karnataka,Bangalore Rural,2025-03,4097,0.09038901229694928,4097.0,1.0,NORMAL
Karnataka,Bangalore Rural,2025-04,3014,0.11214346875933594,3555.5,0.8477007453241457,NORMAL
Karnataka,Bangalore Rural,2025-05,2501,0.15833692668870586,3204.0,0.7805867665418227,NORMAL
Karnataka,Bangalore Rural,2025-06,4647,0.14521668747499547,3564.75,1.303597727750894,NORMAL
Karnataka,Bangalore Rural,2025-07,2591,0.1286966605230548,3370.0,0.7688427299703264,NORMAL
Karnataka,Bangalore Rural,2025-09,3300,0.0829405349468965,3358.3333333333335,0.9826302729528535,NORMAL
